SampleID,Plate,Date,avg_copies_per_g_sample,avg_std,C_material,Sample_source,Week,HRT,Gene
CC-1-7W,1,29-Jan-25,1598332.9225129646,249297.457168084,corncob,water,7.0,8,nirS
CC-1-7W,1,29-Jan-25,1598332.9225129646,249297.457168084,corncob,water,7.0,8,nirS
CC-1-7W,1,29-Jan-25,1598332.9225129646,249297.457168084,corncob,water,7.0,8,nirS
CC-2-8W,1,29-Jan-25,674275.2747465923,271812.0415446295,corncob,water,8.0,8,nirS
CC-2-8W,1,29-Jan-25,674275.2747465923,271812.0415446295,corncob,water,8.0,8,nirS
CC-2-8W,1,29-Jan-25,674275.2747465923,271812.0415446295,corncob,water,8.0,8,nirS
CC-3-10W,1,29-Jan-25,1608965.0375797348,349717.48598802346,corncob,water,10.0,8,nirS
CC-3-10W,1,29-Jan-25,1608965.0375797348,349717.48598802346,corncob,water,10.0,8,nirS
CC-3-10W,1,29-Jan-25,1608965.0375797348,349717.48598802346,corncob,water,10.0,8,nirS
CC-2-7W,1,29-Jan-25,2575896.6479120958,139501.3589289351,corncob,water,7.0,8,nirS
CC-2-7W,1,29-Jan-25,2575896.6479120958,139501.3589289351,corncob,water,7.0,8,nirS
CC-2-7W,1,29-Jan-25,2575896.6479120958,139501.3589289351,corncob,water,7.0,8,nirS
CC-3-8W,1,29-Jan-25,1275181.2076984856,439879.444095508,corncob,water,8.0,8,nirS
CC-3-8W,1,29-Jan-25,1275181.2076984856,439879.444095508,corncob,water,8.0,8,nirS
CC-3-8W,1,29-Jan-25,1275181.2076984856,439879.444095508,corncob,water,8.0,8,nirS
WC-4-10W,1,29-Jan-25,1051318.115674928,179838.67562795474,woodchip,water,10.0,8,nirS
WC-4-10W,1,29-Jan-25,1051318.115674928,179838.67562795474,woodchip,water,10.0,8,nirS
WC-4-10W,1,29-Jan-25,1051318.115674928,179838.67562795474,woodchip,water,10.0,8,nirS
CC-3-7W,1,29-Jan-25,2600804.744558947,1038607.120150922,corncob,water,7.0,8,nirS
CC-3-7W,1,29-Jan-25,2600804.744558947,1038607.120150922,corncob,water,7.0,8,nirS
CC-3-7W,1,29-Jan-25,2600804.744558947,1038607.120150922,corncob,water,7.0,8,nirS
BLANK,1,29-Jan-25,,,,media,,,nirS
BLANK,1,29-Jan-25,,,,media,,,nirS
BLANK,1,29-Jan-25,,,,media,,,nirS
WC-5-10W,1,29-Jan-25,1155315.4131645428,208331.98011502632,woodchip,water,10.0,8,nirS
WC-5-10W,1,29-Jan-25,1155315.4131645428,208331.98011502632,woodchip,water,10.0,8,nirS
WC-5-10W,1,29-Jan-25,1155315.4131645428,208331.98011502632,woodchip,water,10.0,8,nirS
WC-4-7W,1,29-Jan-25,1120485.4017903449,32192.08847607155,woodchip,water,7.0,8,nirS
WC-4-7W,1,29-Jan-25,1120485.4017903449,32192.08847607155,woodchip,water,7.0,8,nirS
WC-4-7W,1,29-Jan-25,1120485.4017903449,32192.08847607155,woodchip,water,7.0,8,nirS
WC-4-8W,1,29-Jan-25,5530183.398303047,372728.3296727748,woodchip,water,8.0,8,nirS
WC-4-8W,1,29-Jan-25,5530183.398303047,372728.3296727748,woodchip,water,8.0,8,nirS
WC-4-8W,1,29-Jan-25,5530183.398303047,372728.3296727748,woodchip,water,8.0,8,nirS
WC-6-10W,1,29-Jan-25,1887906.489062747,311145.0962440877,woodchip,water,10.0,8,nirS
WC-6-10W,1,29-Jan-25,1887906.489062747,311145.0962440877,woodchip,water,10.0,8,nirS
WC-6-10W,1,29-Jan-25,1887906.489062747,311145.0962440877,woodchip,water,10.0,8,nirS
WC-5-7W,1,29-Jan-25,998805.883758505,143384.23462130278,woodchip,water,7.0,8,nirS
WC-5-7W,1,29-Jan-25,998805.883758505,143384.23462130278,woodchip,water,7.0,8,nirS
WC-5-7W,1,29-Jan-25,998805.883758505,143384.23462130278,woodchip,water,7.0,8,nirS
WC-5-8W,1,29-Jan-25,1086556.600756015,234362.51321687768,woodchip,water,8.0,8,nirS
