SampleID,Plate,Date,avg_copies_per_g_sample,avg_std,C_material,Sample_source,Week,HRT,Gene
WC-4-29,1,4-Apr-25,43973.81305989612,10083.41636845471,woodchip,media,29.0,16,nosZII
WC-4-29,1,4-Apr-25,43973.81305989612,10083.41636845471,woodchip,media,29.0,16,nosZII
WC-4-29,1,4-Apr-25,43973.81305989612,10083.41636845471,woodchip,media,29.0,16,nosZII
WC-6-30,1,4-Apr-25,37363.9031721478,6333.982219827881,woodchip,media,30.0,16,nosZII
WC-6-30,1,4-Apr-25,37363.9031721478,6333.982219827881,woodchip,media,30.0,16,nosZII
WC-6-30,1,4-Apr-25,37363.9031721478,6333.982219827881,woodchip,media,30.0,16,nosZII
CC-2-32,1,4-Apr-25,22148.887953970338,4955.214305950411,corncob,media,32.0,16,nosZII
CC-2-32,1,4-Apr-25,22148.887953970338,4955.214305950411,corncob,media,32.0,16,nosZII
CC-2-32,1,4-Apr-25,22148.887953970338,4955.214305950411,corncob,media,32.0,16,nosZII
WC-5-29,1,4-Apr-25,39851.802500722064,6200.374327448175,woodchip,media,29.0,16,nosZII
WC-5-29,1,4-Apr-25,39851.802500722064,6200.374327448175,woodchip,media,29.0,16,nosZII
WC-5-29,1,4-Apr-25,39851.802500722064,6200.374327448175,woodchip,media,29.0,16,nosZII
CC-1-31,1,4-Apr-25,6229.183762854041,460.582633432756,corncob,media,31.0,16,nosZII
CC-1-31,1,4-Apr-25,6229.183762854041,460.582633432756,corncob,media,31.0,16,nosZII
CC-1-31,1,4-Apr-25,6229.183762854041,460.582633432756,corncob,media,31.0,16,nosZII
CC-3-32,1,4-Apr-25,26095.99452332613,6499.905944542403,corncob,media,32.0,16,nosZII
CC-3-32,1,4-Apr-25,26095.99452332613,6499.905944542403,corncob,media,32.0,16,nosZII
CC-3-32,1,4-Apr-25,26095.99452332613,6499.905944542403,corncob,media,32.0,16,nosZII
WC-6-29,1,4-Apr-25,47373.54820085342,15448.022888195035,woodchip,media,29.0,16,nosZII
WC-6-29,1,4-Apr-25,47373.54820085342,15448.022888195035,woodchip,media,29.0,16,nosZII
WC-6-29,1,4-Apr-25,47373.54820085342,15448.022888195035,woodchip,media,29.0,16,nosZII
CC-2-31,1,4-Apr-25,22140.18936632846,3353.754924260438,corncob,media,31.0,16,nosZII
CC-2-31,1,4-Apr-25,22140.18936632846,3353.754924260438,corncob,media,31.0,16,nosZII
CC-2-31,1,4-Apr-25,22140.18936632846,3353.754924260438,corncob,media,31.0,16,nosZII
CC-1-33,1,4-Apr-25,33199.00901741192,4698.784407480333,corncob,media,33.0,16,nosZII
CC-1-33,1,4-Apr-25,33199.00901741192,4698.784407480333,corncob,media,33.0,16,nosZII
CC-1-33,1,4-Apr-25,33199.00901741192,4698.784407480333,corncob,media,33.0,16,nosZII
CC-1-30,1,4-Apr-25,8626.797358043013,2925.3004845965183,corncob,media,30.0,16,nosZII
CC-1-30,1,4-Apr-25,8626.797358043013,2925.3004845965183,corncob,media,30.0,16,nosZII
CC-1-30,1,4-Apr-25,8626.797358043013,2925.3004845965183,corncob,media,30.0,16,nosZII
CC-3-31,1,4-Apr-25,15275.850649384764,3278.4710704293857,corncob,media,31.0,16,nosZII
CC-3-31,1,4-Apr-25,15275.850649384764,3278.4710704293857,corncob,media,31.0,16,nosZII
CC-3-31,1,4-Apr-25,15275.850649384764,3278.4710704293857,corncob,media,31.0,16,nosZII
CC-2-33,1,4-Apr-25,36616.6217922208,8939.613631289374,corncob,media,33.0,16,nosZII
CC-2-33,1,4-Apr-25,36616.6217922208,8939.613631289374,corncob,media,33.0,16,nosZII
CC-2-33,1,4-Apr-25,36616.6217922208,8939.613631289374,corncob,media,33.0,16,nosZII
CC-2-30,1,4-Apr-25,9955.05714129448,1039.399614204875,corncob,media,30.0,16,nosZII
CC-2-30,1,4-Apr-25,9955.05714129448,1039.399614204875,corncob,media,30.0,16,nosZII
CC-2-30,1,4-Apr-25,9955.05714129448,1039.399614204875,corncob,media,30.0,16,nosZII
WC-4-31,1,4-Apr-25,49799.15831881061,11181.522572125936,woodchip,media,31.0,16,nosZII
WC-4-31,1,4-Apr-25,49799.15831881061,11181.522572125936,woodchip,media,31.0,16,nosZII
WC-4-31,1,4-Apr-25,49799.15831881061,11181.522572125936,woodchip,media,31.0,16,nosZII
CC-3-33,1,4-Apr-25,34097.795542011554,6463.859998410307,corncob,media,33.0,16,nosZII
CC-3-33,1,4-Apr-25,34097.795542011554,6463.859998410307,corncob,media,33.0,16,nosZII
