SampleID,Plate,Date,avg_copies_per_g_sample,avg_std,C_material,Sample_source,Week,HRT,Gene
CC-1-2,1,18-Feb-25,759094.3744321158,27447.92985470386,corncob,media,2,8,nosZI
CC-1-2,1,18-Feb-25,759094.3744321158,27447.92985470386,corncob,media,2,8,nosZI
CC-1-2,1,18-Feb-25,759094.3744321158,27447.92985470386,corncob,media,2,8,nosZI
CC-3-3,1,18-Feb-25,610120.5476505783,48790.59019646961,corncob,media,3,8,nosZI
CC-3-3,1,18-Feb-25,610120.5476505783,48790.59019646961,corncob,media,3,8,nosZI
CC-3-3,1,18-Feb-25,610120.5476505783,48790.59019646961,corncob,media,3,8,nosZI
WC-5-4,1,18-Feb-25,2753475.8317886638,117653.67294703877,woodchip,media,4,8,nosZI
WC-5-4,1,18-Feb-25,2753475.8317886638,117653.67294703877,woodchip,media,4,8,nosZI
WC-5-4,1,18-Feb-25,2753475.8317886638,117653.67294703877,woodchip,media,4,8,nosZI
CC-2-2,1,18-Feb-25,527365.0119183505,33794.62339547986,corncob,media,2,8,nosZI
CC-2-2,1,18-Feb-25,527365.0119183505,33794.62339547986,corncob,media,2,8,nosZI
CC-2-2,1,18-Feb-25,527365.0119183505,33794.62339547986,corncob,media,2,8,nosZI
CC-4-3,1,18-Feb-25,1318131.3681420593,95692.18067085429,corncob,media,3,8,nosZI
CC-4-3,1,18-Feb-25,1318131.3681420593,95692.18067085429,corncob,media,3,8,nosZI
CC-4-3,1,18-Feb-25,1318131.3681420593,95692.18067085429,corncob,media,3,8,nosZI
WC-6-4,1,18-Feb-25,4913480.603970359,146274.84652900015,woodchip,media,4,8,nosZI
WC-6-4,1,18-Feb-25,4913480.603970359,146274.84652900015,woodchip,media,4,8,nosZI
WC-6-4,1,18-Feb-25,4913480.603970359,146274.84652900015,woodchip,media,4,8,nosZI
CC-3-2,1,18-Feb-25,683108.4524739409,15648.810358248224,corncob,media,2,8,nosZI
CC-3-2,1,18-Feb-25,683108.4524739409,15648.810358248224,corncob,media,2,8,nosZI
