Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,13.979145287081,14.0315068847779,0.121392824012097,7242668.69337379,6.85989861940886,7004559.49879238,566103.224633669,WC-4-11W,2,11-Mar-25,0.1,100,95.0,7242668.693374042,36213343.46687021,3621334346.6870213,38119308.91249496,36866102.625224106,2979490.655967578
A05,Unkn-01,14.1702928124465,14.0315068847779,0.121392824012097,6358294.4411232,6.80334063543692,7004559.49879238,566103.224633669,WC-4-11W,2,11-Mar-25,0.1,100,95.0,6358294.441123208,31791472.20561604,3179147220.561604,33464707.58485899,36866102.625224106,2979490.655967578
A06,Unkn-01,13.9450825548061,14.0315068847779,0.121392824012097,7412715.36188014,6.86997732412847,7004559.49879238,566103.224633669,WC-4-11W,2,11-Mar-25,0.1,100,95.0,7412715.361880488,37063576.809402436,3706357680.9402437,39014291.378318354,36866102.625224106,2979490.655967578
A07,Unkn-09,13.4620612729663,13.4548167610261,0.119342919131819,10301413.7388119,7.01289683022289,10375266.5849097,846000.384772897,WC-5-13W,2,11-Mar-25,0.1,100,100.0,10301413.738812415,51507068.69406207,5150706869.406207,51507068.69406207,51876332.924550794,4230001.923864273
A08,Unkn-09,13.5703723978548,13.4548167610261,0.119342919131819,9568613.74738008,6.98084902393446,10375266.5849097,846000.384772897,WC-5-13W,2,11-Mar-25,0.1,100,100.0,9568613.747380475,47843068.73690237,4784306873.690237,47843068.73690237,51876332.924550794,4230001.923864273
A09,Unkn-09,13.3320166122572,13.4548167610261,0.119342919131819,11255772.2685373,7.05137529768912,10375266.5849097,846000.384772897,WC-5-13W,2,11-Mar-25,0.1,100,100.0,11255772.268537588,56278861.34268794,5627886134.268794,56278861.34268794,51876332.924550794,4230001.923864273
A10,Unkn-17,13.2140202067344,13.3966725413424,0.159725056356256,12198006.1605188,7.08628884835917,10814086.1947185,1208204.66160867,WC-6-14W,2,11-Mar-25,0.1,100,100.0,12198006.160519624,60990030.80259812,6099003080.259811,60990030.80259811,54070430.97359565,6041023.308043966
A11,Unkn-17,13.5101501673954,13.3966725413424,0.159725056356256,9969375.92367678,6.99866797261592,10814086.1947185,1208204.66160867,WC-6-14W,2,11-Mar-25,0.1,100,100.0,9969375.92367745,49846879.618387245,4984687961.838724,49846879.618387245,54070430.97359565,6041023.308043966
A12,Unkn-17,13.4658472498972,13.3966725413424,0.159725056356256,10274876.4999598,7.01177661052783,10814086.1947185,1208204.66160867,WC-6-14W,2,11-Mar-25,0.1,100,100.0,10274876.499960318,51374382.49980159,5137438249.980159,51374382.49980159,54070430.97359565,6041023.308043966
B04,Unkn-02,13.303774090197,13.4101601795481,0.0995113139220815,11474450.0678918,7.05973188042253,10688635.4578259,729843.71351671,WC-5-11W,2,11-Mar-25,0.1,100,130.0,11474450.067892594,57372250.339462966,5737225033.946297,44132500.261125356,41110136.37625554,2807091.205834633
B05,Unkn-02,13.5009564367585,13.4101601795481,0.0995113139220815,10032017.33558,7.00138827395915,10688635.4578259,729843.71351671,WC-5-11W,2,11-Mar-25,0.1,100,130.0,10032017.335580217,50160086.67790108,5016008667.790108,38584682.0599239,41110136.37625554,2807091.205834633
B06,Unkn-02,13.4257500116888,13.4101601795481,0.0995113139220815,10559438.9700059,7.02364084445696,10688635.4578259,729843.71351671,WC-5-11W,2,11-Mar-25,0.1,100,130.0,10559438.970006514,52797194.85003257,5279719485.003257,40613226.80771736,41110136.37625554,2807091.205834633
B07,Unkn-10,13.9754625651462,14.0371962114746,0.065195507310738,7260863.75056875,6.8609882873382,6966378.67507392,308346.217363745,WC-6-13W,2,11-Mar-25,0.1,100,100.0,7260863.750568763,36304318.75284381,3630431875.2843814,36304318.75284381,34831893.37537057,1541731.0868182287
B08,Unkn-10,14.1053748539023,14.0371962114746,0.065195507310738,6645826.31361292,6.82254898695395,6966378.67507392,308346.217363745,WC-6-13W,2,11-Mar-25,0.1,100,100.0,6645826.313613153,33229131.568065763,3322913156.8065763,33229131.568065763,34831893.37537057,1541731.0868182287
B09,Unkn-10,14.0307512153753,14.0371962114746,0.065195507310738,6992445.96104009,6.84462911874571,6966378.67507392,308346.217363745,WC-6-13W,2,11-Mar-25,0.1,100,100.0,6992445.961040429,34962229.80520214,3496222980.520214,34962229.80520214,34831893.37537057,1541731.0868182287
B10,Unkn-18,15.9207302498803,15.8655496376849,0.0497327035901348,1929344.23364963,6.28540972139035,2004021.5372699,67449.0438047476,INF14,2,11-Mar-25,0.1,100,250.0,1929344.2336496562,9646721.16824828,964672116.8248281,3858688.467299313,4008043.074539892,134898.08760953948
B11,Unkn-18,15.8241873733135,15.8655496376849,0.0497327035901348,2060513.48522402,6.31397546115093,2004021.5372699,67449.0438047476,INF14,2,11-Mar-25,0.1,100,250.0,2060513.4852240987,10302567.426120494,1030256742.6120493,4121026.9704481973,4008043.074539892,134898.08760953948
B12,Unkn-18,15.851731289861,15.8655496376849,0.0497327035901348,2022206.89293605,6.30582558640033,2004021.5372699,67449.0438047476,INF14,2,11-Mar-25,0.1,100,250.0,2022206.8929360826,10111034.464680413,1011103446.4680413,4044413.785872165,4008043.074539892,134898.08760953948
C04,Unkn-03,13.2383525285127,13.3237019120915,0.0739894793447745,11997458.0852671,7.07908924134095,11329397.7419601,579093.130068079,WC-6-11W,2,11-Mar-25,0.1,100,125.0,11997458.085267885,59987290.42633942,5998729042.633942,47989832.34107153,45317590.967842765,2316372.5202728873
C05,Unkn-03,13.3697015242944,13.3237019120915,0.0739894793447745,10970460.0098594,7.04022483865538,11329397.7419601,579093.130068079,WC-6-11W,2,11-Mar-25,0.1,100,125.0,10970460.009860137,54852300.049300686,5485230004.930069,43881840.03944055,45317590.967842765,2316372.5202728873
C06,Unkn-03,13.3630516834673,13.3237019120915,0.0739894793447745,11020275.1307538,7.04219243719059,11329397.7419601,579093.130068079,WC-6-11W,2,11-Mar-25,0.1,100,125.0,11020275.130754057,55101375.65377028,5510137565.377028,44081100.52301623,45317590.967842765,2316372.5202728873
C07,Unkn-11,15.6251257166393,15.6228970573209,0.0661282514754322,2359799.63827028,6.37287513022113,2364986.02651898,106644.753851955,INF13,2,11-Mar-25,0.1,100,245.0,2359799.63827026,11798998.191351298,1179899819.13513,4815917.629122979,4826502.09493667,217642.35479986249
C08,Unkn-11,15.6878828067194,15.6228970573209,0.0661282514754322,2261029.09367558,6.35430615064322,2364986.02651898,106644.753851955,INF13,2,11-Mar-25,0.1,100,245.0,2261029.093675592,11305145.468377959,1130514546.837796,4614345.0891338615,4826502.09493667,217642.35479986249
C09,Unkn-11,15.5556826486041,15.6228970573209,0.0661282514754322,2474129.34761108,6.39342240082475,2364986.02651898,106644.753851955,INF13,2,11-Mar-25,0.1,100,245.0,2474129.347611054,12370646.738055268,1237064673.8055267,5049243.566553171,4826502.09493667,217642.35479986249
C10,Unkn-19,11.6733732792804,11.7880876484813,0.140050281420749,34845409.2713868,7.54214556982481,32322371.1075181,3020764.41933283,CC-1-15W,2,11-Mar-25,0.1,100,50.0,34845409.27138825,174227046.35694122,17422704635.694122,348454092.71388245,323223711.07519585,30207644.193326674
C11,Unkn-19,11.7467303891023,11.7880876484813,0.140050281420749,33146691.5435844,7.52044018685632,32322371.1075181,3020764.41933283,CC-1-15W,2,11-Mar-25,0.1,100,50.0,33146691.54358584,165733457.71792918,16573345771.79292,331466915.43585837,323223711.07519585,30207644.193326674
C12,Unkn-19,11.9441592770611,11.7880876484813,0.140050281420749,28975012.507583,7.46202363210666,32322371.1075181,3020764.41933283,CC-1-15W,2,11-Mar-25,0.1,100,50.0,28975012.50758467,144875062.53792334,14487506253.792334,289750125.0758467,323223711.07519585,30207644.193326674
D04,Unkn-04,15.0074810247452,15.0233213671268,0.028808671716869,3594412.32024933,6.55562789418032,3556284.58127347,69402.2689313206,INF11,2,11-Mar-25,0.1,100,225.0,3594412.320249465,17972061.60124732,1797206160.1247323,7987582.933887699,7902854.625052293,154227.26429180754
D05,Unkn-04,15.0565743674335,15.0233213671268,0.028808671716869,3476176.61646702,6.54110183383199,3556284.58127347,69402.2689313206,INF11,2,11-Mar-25,0.1,100,225.0,3476176.6164670857,17380883.082335427,1738088308.2335427,7724836.925482412,7902854.625052293,154227.26429180754
D06,Unkn-04,15.0059087092017,15.0233213671268,0.028808671716869,3598264.80710408,6.55609312121971,3556284.58127347,69402.2689313206,INF11,2,11-Mar-25,0.1,100,225.0,3598264.807104046,17991324.03552023,1799132403.552023,7996144.015786769,7902854.625052293,154227.26429180754
D07,Unkn-12,11.0580458434792,10.9876729925654,0.0871654293551401,52992290.1705644,7.72421268884716,55660835.5993494,3345090.35553419,CC-1-14W,2,11-Mar-25,0.1,100,50.0,52992290.170567244,264961450.85283622,26496145085.283623,529922901.70567244,556608355.993528,33450903.555350117
D08,Unkn-12,11.0148047704311,10.9876729925654,0.0871654293551401,54576683.5252543,7.73700714125614,55660835.5993494,3345090.35553419,CC-1-14W,2,11-Mar-25,0.1,100,50.0,54576683.52525737,272883417.62628686,27288341762.628685,545766835.2525737,556608355.993528,33450903.555350117
D09,Unkn-12,10.8901683637858,10.9876729925654,0.0871654293551401,59413533.1022294,7.77388537902504,55660835.5993494,3345090.35553419,CC-1-14W,2,11-Mar-25,0.1,100,50.0,59413533.10223377,297067665.51116884,29706766551.116882,594135331.0223377,556608355.993528,33450903.555350117
D10,Unkn-20,11.4530869049081,11.4595283269967,0.0663883101788316,40487908.9477866,7.60732534762818,40338048.5823405,1818095.67187452,CC-2-15W,2,11-Mar-25,0.1,100,50.0,40487908.947788954,202439544.73894477,20243954473.894478,404879089.47788954,403380485.8234248,18180956.718749125
D11,Unkn-20,11.3965955136488,11.4595283269967,0.0663883101788316,42076575.9467467,7.62404039112816,40338048.5823405,1818095.67187452,CC-2-15W,2,11-Mar-25,0.1,100,50.0,42076575.9467489,210382879.73374447,21038287973.374447,420765759.46748894,403380485.8234248,18180956.718749125
D12,Unkn-20,11.5289025624332,11.4595283269967,0.0663883101788316,38449660.8524881,7.58489251343413,40338048.5823405,1818095.67187452,CC-2-15W,2,11-Mar-25,0.1,100,50.0,38449660.852489606,192248304.262448,19224830426.2448,384496608.524896,403380485.8234248,18180956.718749125
E04,Unkn-05,11.6416073812315,11.6744766753953,0.0479248888014995,35607761.4814849,7.55154467216354,34831525.6249176,1126990.37893068,CC-1-13W,2,11-Mar-25,0.1,100,50.0,35607761.48148587,178038807.40742937,17803880740.742935,356077614.8148587,348315256.24919224,11269903.789300365
E05,Unkn-05,11.7294665049111,11.6744766753953,0.0479248888014995,33538863.206055,7.52554833818348,34831525.6249176,1126990.37893068,CC-1-13W,2,11-Mar-25,0.1,100,50.0,33538863.206057332,167694316.03028664,16769431603.028664,335388632.0605733,348315256.24919224,11269903.789300365
E06,Unkn-05,11.6523561400432,11.6744766753953,0.0479248888014995,35347952.187213,7.54836425888103,34831525.6249176,1126990.37893068,CC-1-13W,2,11-Mar-25,0.1,100,50.0,35347952.18721448,176739760.93607238,17673976093.60724,353479521.87214476,348315256.24919224,11269903.789300365
E07,Unkn-13,11.0547324922881,11.066299048423,0.0104165967320955,53112050.0551363,7.72519306493731,52696039.2896551,374489.118187371,CC-2-14W,2,11-Mar-25,0.1,100,45.0,53112050.05513814,265560250.2756907,26556025027.56907,590133889.5015348,585511547.6628758,4160990.2020644983
E08,Unkn-13,11.0749400479362,11.066299048423,0.0104165967320955,52385841.0407567,7.71921392078529,52696039.2896551,374489.118187371,CC-2-14W,2,11-Mar-25,0.1,100,45.0,52385841.04076126,261929205.2038063,26192920520.38063,582064900.4529029,585511547.6628758,4160990.2020644983
E09,Unkn-13,11.0692246050448,11.066299048423,0.0104165967320955,52590226.7730722,7.72090504352845,52696039.2896551,374489.118187371,CC-2-14W,2,11-Mar-25,0.1,100,45.0,52590226.77307706,262951133.8653853,26295113386.53853,584335853.0341895,585511547.6628758,4160990.2020644983
E10,Unkn-21,12.5154538454759,12.5038437454012,0.010281425030643,19632935.8162944,7.29298524679727,19789171.6145361,138391.400202737,CC-3-15W,2,11-Mar-25,0.1,100,70.0,19632935.816295616,98164679.08147807,9816467908.147808,140235255.83068296,141351225.81812474,988510.0014490585
E11,Unkn-21,12.50018622484,12.5038437454012,0.010281425030643,19838221.2980097,7.2975027305657,19789171.6145361,138391.400202737,CC-3-15W,2,11-Mar-25,0.1,100,70.0,19838221.29801122,99191106.4900561,9919110649.00561,141701580.70008013,141351225.81812474,988510.0014490585
E12,Unkn-21,12.4958911658875,12.5038437454012,0.010281425030643,19896357.7293041,7.29877358078953,19789171.6145361,138391.400202737,CC-3-15W,2,11-Mar-25,0.1,100,70.0,19896357.72930555,99481788.64652775,9948178864.652775,142116840.92361107,141351225.81812474,988510.0014490585
F04,Unkn-06,12.2978831900824,12.3603434568529,0.0542847660604476,22769918.693779,7.35736147985071,21831304.3485383,815578.787807484,CC-2-13W,2,11-Mar-25,0.1,100,75.0,22769918.693779513,113849593.46889757,11384959346.889757,151799457.9585301,145542028.9902598,5437191.91871529
F05,Unkn-06,12.3870049873393,12.3603434568529,0.0542847660604476,21428488.4708569,7.33099153772788,21831304.3485383,815578.787807484,CC-2-13W,2,11-Mar-25,0.1,100,75.0,21428488.47085811,107142442.35429053,10714244235.429052,142856589.8057207,145542028.9902598,5437191.91871529
F06,Unkn-06,12.3961421931372,12.3603434568529,0.0542847660604476,21295505.8809788,7.32828796132491,21831304.3485383,815578.787807484,CC-2-13W,2,11-Mar-25,0.1,100,75.0,21295505.880979303,106477529.40489651,10647752940.48965,141970039.20652866,145542028.9902598,5437191.91871529
F07,Unkn-14,11.3385756482368,11.3784342439155,0.0617534493526815,43773138.8308922,7.64120768958913,42625378.8596267,1771555.73085923,CC-3-14W,2,11-Mar-25,0.1,100,70.0,43773138.83089444,218865694.1544722,21886569415.44722,312665277.3635317,304466991.85448945,12653969.50614174
F08,Unkn-14,11.3471584856584,11.3784342439155,0.0617534493526815,43517921.3894411,7.63866814333868,42625378.8596267,1771555.73085923,CC-3-14W,2,11-Mar-25,0.1,100,70.0,43517921.389443316,217589606.94721657,21758960694.721657,310842295.6388808,304466991.85448945,12653969.50614174
F09,Unkn-14,11.4495685978514,11.3784342439155,0.0617534493526815,40585076.3585467,7.60836636740462,42625378.8596267,1771555.73085923,CC-3-14W,2,11-Mar-25,0.1,100,70.0,40585076.35854782,202925381.7927391,20292538179.27391,289893402.56105584,304466991.85448945,12653969.50614174
F10,Unkn-22,13.4166447900138,13.3270351913946,0.0952925368748211,10625147.2425771,7.02633495718782,11309967.5463376,737765.349248173,WC-4-15W,2,11-Mar-25,0.1,100,100.0,10625147.24257718,53125736.2128859,5312573621.28859,53125736.2128859,56549837.731690325,3688826.7462421963
F11,Unkn-22,13.2269288779961,13.3270351913946,0.0952925368748211,12091198.3611535,7.08246934600923,11309967.5463376,737765.349248173,WC-4-15W,2,11-Mar-25,0.1,100,100.0,12091198.361154187,60455991.80577093,6045599180.577093,60455991.80577093,56549837.731690325,3688826.7462421963
F12,Unkn-22,13.3375319061739,13.3270351913946,0.0952925368748211,11213557.0352823,7.04974339633781,11309967.5463376,737765.349248173,WC-4-15W,2,11-Mar-25,0.1,100,100.0,11213557.035282834,56067785.17641416,5606778517.641417,56067785.17641416,56549837.731690325,3688826.7462421963
G04,Unkn-07,12.6625164688809,12.6289501858289,0.0880091195964781,17761162.7103072,7.24947139286949,18194017.3949278,1106288.5143598,CC-3-13W,2,11-Mar-25,0.1,100,100.0,17761162.710307885,88805813.55153942,8880581355.153942,88805813.55153942,90970086.97464396,5531442.571798959
G05,Unkn-07,12.6952367957994,12.6289501858289,0.0880091195964781,17369602.8215247,7.23978988785457,18194017.3949278,1106288.5143598,CC-3-13W,2,11-Mar-25,0.1,100,100.0,17369602.82152596,86848014.1076298,8684801410.762981,86848014.10762982,90970086.97464396,5531442.571798959
G06,Unkn-07,12.5290972928063,12.6289501858289,0.0880091195964781,19451286.6529515,7.28894833408308,18194017.3949278,1106288.5143598,CC-3-13W,2,11-Mar-25,0.1,100,100.0,19451286.65295253,97256433.26476264,9725643326.476265,97256433.26476265,90970086.97464396,5531442.571798959
G07,Unkn-15,13.158917438776,13.2410508828073,0.0736768709714171,12664644.889358,7.10259301688579,11985550.710036,607532.341401887,WC-4-14W,2,11-Mar-25,0.1,100,75.0,12664644.88935817,63323224.44679085,6332322444.679085,84430965.92905447,79903671.40024225,4050215.609345277
G08,Unkn-15,13.2629120237383,13.2410508828073,0.0736768709714171,11798381.0056968,7.0718224167526,11985550.710036,607532.341401887,WC-4-14W,2,11-Mar-25,0.1,100,75.0,11798381.005697343,58991905.028486714,5899190502.848671,78655873.37131561,79903671.40024225,4050215.609345277
G09,Unkn-15,13.3013231859077,13.2410508828073,0.0736768709714171,11493626.2350533,7.06045707006467,11985550.710036,607532.341401887,WC-4-14W,2,11-Mar-25,0.1,100,75.0,11493626.235053498,57468131.17526749,5746813117.526749,76624174.90035665,79903671.40024225,4050215.609345277
G10,Unkn-23,13.9283104006271,13.9132239169517,0.0138850496627812,7497905.78784024,6.87493997915326,7575596.06664827,71564.0740969149,WC-5-15W,2,11-Mar-25,0.1,100,65.0,7497905.787840563,37489528.939202815,3748952893.9202814,57676198.36800433,58273815.897297114,550492.8776684992
G11,Unkn-23,13.9103810061524,13.9132239169517,0.0138850496627812,7590057.15111066,6.88024504602968,7575596.06664827,71564.0740969149,WC-5-15W,2,11-Mar-25,0.1,100,65.0,7590057.151111126,37950285.75555563,3795028575.555563,58385055.00854712,58273815.897297114,550492.8776684992
G12,Unkn-23,13.9009803440755,13.9132239169517,0.0138850496627812,7638825.26099392,6.8830265756051,7575596.06664827,71564.0740969149,WC-5-15W,2,11-Mar-25,0.1,100,65.0,7638825.260994186,38194126.30497093,3819412630.4970927,58760194.315339886,58273815.897297114,550492.8776684992
H04,Unkn-08,13.5162182448084,13.5029283348955,0.0500781273437214,9928245.55593418,6.99687251005679,10022452.9097206,344051.2569581,WC-4-13W,2,11-Mar-25,0.1,100,110.0,9928245.555934688,49641227.779673435,4964122777.967343,45128388.890612215,45556604.13509559,1563869.3498095293
H05,Unkn-08,13.5450209687092,13.5029283348955,0.0500781273437214,9735318.64998197,6.98835017112713,10022452.9097206,344051.2569581,WC-4-13W,2,11-Mar-25,0.1,100,110.0,9735318.649982408,48676593.24991204,4867659324.991204,44251448.40901095,45556604.13509559,1563869.3498095293
H06,Unkn-08,13.4475457911688,13.5029283348955,0.0500781273437214,10403794.5232455,7.01719176621685,10022452.9097206,344051.2569581,WC-4-13W,2,11-Mar-25,0.1,100,110.0,10403794.52324599,52018972.61622995,5201897261.622995,47289975.1056636,45556604.13509559,1563869.3498095293
H07,Unkn-16,12.9206160298133,12.8559708019417,0.0664866927564378,14897150.3638803,7.17310320132493,15578591.9318688,706763.652357268,WC-5-14W,2,11-Mar-25,0.1,100,85.0,14897150.363880672,74485751.81940335,7448575181.940335,87630296.2581216,91638776.06982206,4157433.2491630744
H08,Unkn-16,12.7877841921498,12.8559708019417,0.0664866927564378,16308212.3203324,7.21240635699575,15578591.9318688,706763.652357268,WC-5-14W,2,11-Mar-25,0.1,100,85.0,16308212.320333704,81541061.60166852,8154106160.166852,95930660.70784532,91638776.06982206,4157433.2491630744
H09,Unkn-16,12.8595121838618,12.8559708019417,0.0664866927564378,15530413.1113937,7.19118300818268,15578591.9318688,706763.652357268,WC-5-14W,2,11-Mar-25,0.1,100,85.0,15530413.111394871,77652065.55697435,7765206555.697435,91355371.24349923,91638776.06982206,4157433.2491630744
H10,Unkn-24,13.8631770498869,13.8377436562714,0.0794857314136794,7838122.78253442,6.89421206232651,7982982.95069001,437158.825391899,WC-6-15W,2,11-Mar-25,0.1,100,100.0,7838122.782534706,39190613.91267353,3919061391.267353,39190613.91267353,39914914.75345193,2185794.1269603814
