Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,11.5076418564067,11.3101510420009,0.172035243140021,43267490.0663396,7.63616170264141,49458042.3139137,5399193.86408319,CC-1-6W,1,28-Feb-25,0.1,100,100,43267490.0663412,216337450.331706,21633745033.170597,216337450.33170596,247290211.5695816,26995969.320419703
A05,Unkn-01,11.2299571455519,11.3101510420009,0.172035243140021,51913715.7997329,7.71528211525075,49458042.3139137,5399193.86408319,CC-1-6W,1,28-Feb-25,0.1,100,100,51913715.79973753,259568578.99868762,25956857899.868763,259568578.99868762,247290211.5695816,26995969.320419703
A06,Unkn-01,11.1928541240441,11.3101510420009,0.172035243140021,53192921.0756685,7.72585384014594,49458042.3139137,5399193.86408319,CC-1-6W,1,28-Feb-25,0.1,100,100,53192921.07567025,265964605.37835124,26596460537.835125,265964605.37835124,247290211.5695816,26995969.320419703
A07,Unkn-09,13.4742927138388,13.2246875619513,0.241567169552486,11907098.3894122,7.07580594225555,14142762.1639355,2215928.44068692,CC-2-9W,1,28-Feb-25,0.1,100,85,11907098.389412675,59535491.94706337,5953549194.706337,70041755.23183925,83192718.61138818,13034873.180511149
A08,Unkn-09,13.2077165607851,13.2246875619513,0.241567169552486,14182774.7390171,7.15176120517405,14142762.1639355,2215928.44068692,CC-2-9W,1,28-Feb-25,0.1,100,85,14182774.739017649,70913873.69508824,7091387369.508823,83428086.7001038,83192718.61138818,13034873.180511149
A09,Unkn-09,12.99205341123,13.2246875619513,0.241567169552486,16338413.3633772,7.21320987955338,14142762.1639355,2215928.44068692,CC-2-9W,1,28-Feb-25,0.1,100,85,16338413.363377653,81692066.81688826,8169206681.688826,96108313.90222147,83192718.61138818,13034873.180511149
A10,Unkn-17,12.8926076301836,12.9679272789185,0.0667777059142446,17439934.9761001,7.24154486135495,16609776.9086045,734815.181078834,CC-3-12W,1,28-Feb-25,0.1,100,120,17439934.97610152,87199674.8805076,8719967488.05076,72666395.73375633,69207403.785856,3061729.9211630817
A11,Unkn-17,12.9912876315123,12.9679272789185,0.0667777059142446,16346623.9673256,7.21342807236294,16609776.9086045,734815.181078834,CC-3-12W,1,28-Feb-25,0.1,100,120,16346623.96732589,81733119.83662945,8173311983.662945,68110933.19719121,69207403.785856,3061729.9211630817
A12,Unkn-17,13.0198865750597,12.9679272789185,0.0667777059142446,16042771.7823878,7.20527940545685,16609776.9086045,734815.181078834,CC-3-12W,1,28-Feb-25,0.1,100,120,16042771.782388901,80213858.91194451,8021385891.19445,66844882.42662042,69207403.785856,3061729.9211630817
B04,Unkn-02,11.280420793294,11.3211367022294,0.0416558972124688,50223105.2413773,7.70090356117466,48911442.6429921,1335396.35564575,CC-2-6W,1,28-Feb-25,0.1,100,150,50223105.24138183,251115526.20690915,25111552620.690914,167410350.80460608,163038142.14332044,4451321.18548769
B05,Unkn-02,11.3193164051371,11.3211367022294,0.0416558972124688,48957707.7386557,7.68982107540061,48911442.6429921,1335396.35564575,CC-2-6W,1,28-Feb-25,0.1,100,150,48957707.73865979,244788538.69329894,24478853869.329895,163192359.12886596,163038142.14332044,4451321.18548769
B06,Unkn-02,11.3636729082569,11.3211367022294,0.0416558972124688,47553514.9489434,7.67718262361858,48911442.6429921,1335396.35564575,CC-2-6W,1,28-Feb-25,0.1,100,150,47553514.94894678,237767574.7447339,23776757474.47339,158511716.49648926,163038142.14332044,4451321.18548769
B07,Unkn-10,12.5381399050099,12.5957976710643,0.0990746242744587,22006094.6963447,7.34254297747777,21218681.2303224,1352416.25997801,CC-3-9W,1,28-Feb-25,0.1,100,75,22006094.696345568,110030473.48172784,11003047348.172783,146707297.9756371,141457874.86882243,9016108.399855511
B08,Unkn-10,12.5390551354674,12.5957976710643,0.0990746242744587,21992884.9242696,7.3422822018261,21218681.2303224,1352416.25997801,CC-3-9W,1,28-Feb-25,0.1,100,75,21992884.924271006,109964424.62135503,10996442462.135502,146619232.82847336,141457874.86882243,9016108.399855511
B09,Unkn-10,12.7101979727156,12.5957976710643,0.0990746242744587,19657064.0703529,7.29351865320822,21218681.2303224,1352416.25997801,CC-3-9W,1,28-Feb-25,0.1,100,75,19657064.07035353,98285320.35176764,9828532035.176764,131047093.80235685,141457874.86882243,9016108.399855511
B10,Unkn-18,14.573506663543,13.8572932457131,0.675354878601378,5789060.22502329,6.76260806766306,9859441.9944035,4084801.41761808,WC-4-12W,1,28-Feb-25,0.1,100,105,5789060.225023477,28945301.125117384,2894530112.5117383,27566953.452492747,46949723.78287599,19451435.321992315
B11,Unkn-18,13.2320106263178,13.8572932457131,0.675354878601378,13958511.9477402,7.14483912263306,9859441.9944035,4084801.41761808,WC-4-12W,1,28-Feb-25,0.1,100,105,13958511.947741015,69792559.73870507,6979255973.870507,66469104.51305245,46949723.78287599,19451435.321992315
B12,Unkn-18,13.7663624472785,13.8572932457131,0.675354878601378,9830753.810447,6.99258682029051,9859441.9944035,4084801.41761808,WC-4-12W,1,28-Feb-25,0.1,100,105,9830753.810447384,49153769.052236915,4915376905.223692,46813113.38308278,46949723.78287599,19451435.321992315
C04,Unkn-03,10.9519198372817,10.9778670975478,0.034203737003877,62302144.1153613,7.79450299307083,61260776.7235795,1367145.30849231,CC-3-6W,1,28-Feb-25,0.1,100,150,62302144.11536598,311510720.5768299,31151072057.68299,207673813.7178866,204202589.0786135,4557151.028310914
C05,Unkn-03,10.9650540957072,10.9778670975478,0.034203737003877,61767590.8432741,7.79076066263159,61260776.7235795,1367145.30849231,CC-3-6W,1,28-Feb-25,0.1,100,150,61767590.84327963,308837954.2163981,30883795421.639812,205891969.47759876,204202589.0786135,4557151.028310914
C06,Unkn-03,11.0166273596545,10.9778670975478,0.034203737003877,59712595.2121032,7.77606594677721,61260776.7235795,1367145.30849231,CC-3-6W,1,28-Feb-25,0.1,100,150,59712595.21210653,298562976.0605326,29856297606.053265,199041984.0403551,204202589.0786135,4557151.028310914
C07,Unkn-11,13.6702090315094,13.7063005603296,0.271370449293658,10470892.7654679,7.01998371191637,10332939.9849796,1800499.49577757,WC-4-9W,1,28-Feb-25,0.1,100,150,10470892.765468558,52354463.827342786,5235446382.734279,34902975.88489519,34443133.28326717,6001664.985925793
C08,Unkn-11,13.9939107361712,13.7063005603296,0.271370449293658,8467432.15691924,6.9277517256599,10332939.9849796,1800499.49577757,WC-4-9W,1,28-Feb-25,0.1,100,150,8467432.156919586,42337160.784597926,4233716078.4597926,28224773.856398616,34443133.28326717,6001664.985925793
