,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Std-01,,,9.32806090209807,9.22871742976974,0.0865396907660368,365000000,8.56229286445648,365000000,0,59,
,A02,SYBR,,Std-01,,,9.18838774676291,9.22871742976974,0.0865396907660368,365000000,8.56229286445648,365000000,0,59,
,A03,SYBR,,Std-01,,,9.16970364044825,9.22871742976974,0.0865396907660368,365000000,8.56229286445648,365000000,0,59,
,A04,SYBR,,Unkn-01,,,17.2382701734091,17.3240572643584,0.179048033817237,1775962.0205104,6.2494336740219,1684437.9607084,195383.986237698,59,
,A05,SYBR,,Unkn-01,,,17.529857622716,17.3240572643584,0.179048033817237,1460091.46357647,6.16438006186826,1684437.9607084,195383.986237698,59,
,A06,SYBR,,Unkn-01,,,17.2040439969502,17.3240572643584,0.179048033817237,1817260.39803831,6.25941716249151,1684437.9607084,195383.986237698,59,
,A07,SYBR,,Unkn-09,,,18.2449129363418,18.0465704627036,0.198223188864845,903242.631086857,5.95580442715523,1038057.10404618,137880.546133534,59,
,A08,SYBR,,Unkn-09,,,17.8484667743479,18.0465704627036,0.198223188864845,1178811.72229647,6.07144444589468,1038057.10404618,137880.546133534,59,
,A09,SYBR,,Unkn-09,,,18.0463316774209,18.0465704627036,0.198223188864845,1032116.95875522,6.01372891401977,1038057.10404618,137880.546133534,59,
,A10,SYBR,,Unkn-17,,,17.106163336946,17.392370253826,0.533850429060386,1940743.45254191,6.28796812966492,1665954.81347907,526577.690519158,59,
,A11,SYBR,,Unkn-17,,,17.0626518841368,17.392370253826,0.533850429060386,1998297.08719325,6.30066005533002,1665954.81347907,526577.690519158,59,
,A12,SYBR,,Unkn-17,,,18.0082955403953,17.392370253826,0.533850429060386,1058823.90070205,6.02482373601603,1665954.81347907,526577.690519158,59,
,B01,SYBR,,Std-02,,,12.3419083715457,12.4492968310123,0.128267314878674,36500000,7.56229286445647,36500000,0,59,
,B02,SYBR,,Std-02,,,12.5913273112107,12.4492968310123,0.128267314878674,36500000,7.56229286445647,36500000,0,59,
,B03,SYBR,,Std-02,,,12.4146548102806,12.4492968310123,0.128267314878674,36500000,7.56229286445647,36500000,0,59,
,B04,SYBR,,Unkn-02,,,16.6651686798336,16.5437536324536,0.11168164125136,2609772.01980839,6.4166025706089,2836785.0822715,210264.287675424,59,
,B05,SYBR,,Unkn-02,,,16.4454086447831,16.5437536324536,0.11168164125136,3024856.1679173,6.48070472875215,2836785.0822715,210264.287675424,59,
,B06,SYBR,,Unkn-02,,,16.520683572744,16.5437536324536,0.11168164125136,2875727.0590888,6.45874766392339,2836785.0822715,210264.287675424,59,
,B07,SYBR,,Unkn-10,,,17.1317173555087,17.3112332433641,0.158620307447287,1907718.26108629,6.28051423688263,1697540.8285136,185105.839567707,59,
,B08,SYBR,,Unkn-10,,,17.4324703302326,17.3112332433641,0.158620307447287,1558788.22995068,6.19278711787587,1697540.8285136,185105.839567707,59,
,B09,SYBR,,Unkn-10,,,17.369512044351,17.3112332433641,0.158620307447287,1626115.99450383,6.21115152156321,1697540.8285136,185105.839567707,59,
,B10,SYBR,,Unkn-18,,,17.9286431486621,18.0690711499667,0.148968654941989,1117011.56674768,6.04805767029437,1019850.26514734,101109.196535138,59,
,B11,SYBR,,Unkn-18,,,18.0532523516849,18.0690711499667,0.148968654941989,1027330.56981063,6.01171021141069,1019850.26514734,101109.196535138,59,
,B12,SYBR,,Unkn-18,,,18.225317949553,18.0690711499667,0.148968654941989,915208.658883699,5.96152012037336,1019850.26514734,101109.196535138,59,
,C01,SYBR,,Std-03,,,16.586231248761,16.4626805335312,0.120462145026747,3650000,6.56229286445647,3650000,0,59,
,C02,SYBR,,Std-03,,,16.3455649196909,16.4626805335312,0.120462145026747,3650000,6.56229286445647,3650000,0,59,
,C03,SYBR,,Std-03,,,16.4562454321417,16.4626805335312,0.120462145026747,3650000,6.56229286445647,3650000,0,59,
,C04,SYBR,,Unkn-03,,,16.8745460058799,16.8662833712123,0.0644903947095893,2267404.27724602,6.35552896155734,2281452.35127215,99200.4904807716,59,
,C05,SYBR,,Unkn-03,,,16.9262442348452,16.8662833712123,0.0644903947095893,2190024.74521237,6.34044902198554,2281452.35127215,99200.4904807716,59,
,C06,SYBR,,Unkn-03,,,16.7980598729119,16.8662833712123,0.0644903947095893,2386928.03135806,6.37783932472303,2281452.35127215,99200.4904807716,59,
,C07,SYBR,,Unkn-11,,,17.3037934222727,17.4675824046367,0.14503579380991,1699499.69960822,6.2303210921562,1527350.07777093,151934.349498139,59,
,C08,SYBR,,Unkn-11,,,17.5192236575094,17.4675824046367,0.14503579380991,1470557.12699436,6.16748190028581,1527350.07777093,151934.349498139,59,
,C09,SYBR,,Unkn-11,,,17.5797301341279,17.4675824046367,0.14503579380991,1411993.4067102,6.14983266878656,1527350.07777093,151934.349498139,59,
,C10,SYBR,,Unkn-19,,,19.3856303900252,19.7250168659494,0.312115520342255,419823.474005704,5.62306671806279,339265.628282529,72872.8043828042,59,
,C11,SYBR,,Unkn-19,,,19.9997277834153,19.7250168659494,0.312115520342255,277932.709649466,5.44393966151041,339265.628282529,72872.8043828042,59,
,C12,SYBR,,Unkn-19,,,19.7896924244076,19.7250168659494,0.312115520342255,320040.701192417,5.50520521325501,339265.628282529,72872.8043828042,59,
,D01,SYBR,,Std-04,,,20.1221058377035,19.8907653132097,0.202797221013551,365000,5.56229286445647,365000,0,59,
,D02,SYBR,,Std-04,,,19.8065256752967,19.8907653132097,0.202797221013551,365000,5.56229286445647,365000,0,59,
,D03,SYBR,,Std-04,,,19.7436644266289,19.8907653132097,0.202797221013551,365000,5.56229286445647,365000,0,59,
,D04,SYBR,,Unkn-04,,,17.5289635006179,19.0620107938779,2.76953809111584,1460968.55916194,6.16464086978139,1039081.03196694,849755.413134693,59,
,D05,SYBR,,Unkn-04,,,17.3979654257271,19.0620107938779,2.76953809111584,1595335.05769738,6.20285190897776,1039081.03196694,849755.413134693,59,
,D06,SYBR,,Unkn-04,,,22.2591034552888,19.0620107938779,2.76953809111584,60939.4790414985,4.78489873721239,1039081.03196694,849755.413134693,59,
,D07,SYBR,,Unkn-12,,,17.786015339928,17.3009362584124,0.420366837408735,1229308.8417132,6.0896610052638,1745850.39626446,447807.651185092,59,
,D08,SYBR,,Unkn-12,,,17.0431654504699,17.3009362584124,0.420366837408735,2024622.61925093,6.30634408451338,1745850.39626446,447807.651185092,59,
