Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,15.3517708381785,15.512330711606,0.142077111549549,2801878.97564933,6.44744937244055,2521903.44089717,246961.737429905,INF15,3,11-Mar-25,0.1,100,250.0,2801878.975649391,14009394.878246954,1400939487.8246953,5603757.951298782,5043806.8817944145,493923.4748598236
A05,Unkn-01,15.6217877096861,15.512330711606,0.142077111549549,2335007.52167542,6.36828828388152,2521903.44089717,246961.737429905,INF15,3,11-Mar-25,0.1,100,250.0,2335007.521675488,11675037.60837744,1167503760.837744,4670015.043350976,5043806.8817944145,493923.4748598236
A06,Unkn-01,15.5634335869533,15.512330711606,0.142077111549549,2428823.82536675,6.38539601441572,2521903.44089717,246961.737429905,INF15,3,11-Mar-25,0.1,100,250.0,2428823.825366744,12144119.126833718,1214411912.6833718,4857647.650733487,5043806.8817944145,493923.4748598236
A07,Unkn-09,13.4025503086786,13.4820274906655,0.085843912150274,10444895.6255772,7.01890410449226,9910323.78383925,570747.442079329,CC-1-18W,3,11-Mar-25,0.1,100,50.0,10444895.62557723,52224478.12788615,5222447812.788614,104448956.2557723,99103237.83839329,5707474.420792324
A08,Unkn-09,13.5730662805945,13.4820274906655,0.085843912150274,9309230.50511884,6.96891378396822,9910323.78383925,570747.442079329,CC-1-18W,3,11-Mar-25,0.1,100,50.0,9309230.505119031,46546152.52559515,4654615252.559515,93092305.0511903,99103237.83839329,5707474.420792324
A09,Unkn-09,13.4704658827234,13.4820274906655,0.085843912150274,9976845.22082167,6.99899323469557,9910323.78383925,570747.442079329,CC-1-18W,3,11-Mar-25,0.1,100,50.0,9976845.220821729,49884226.10410864,4988422610.410864,99768452.20821728,99103237.83839329,5707474.420792324
A10,Unkn-17,12.2509422980195,12.2120880080074,0.074133023909158,22725950.612331,7.3565220585411,23349571.7309625,1184665.68493497,CC-2-19W,3,11-Mar-25,0.1,100,50.0,22725950.612332504,113629753.06166251,11362975306.16625,227259506.123325,233495717.30963254,11846656.84934741
A11,Unkn-17,12.1266043467092,12.2120880080074,0.074133023909158,24715780.3699238,7.39297432731961,23349571.7309625,1184665.68493497,CC-2-19W,3,11-Mar-25,0.1,100,50.0,24715780.36992417,123578901.84962083,12357890184.962084,247157803.69924167,233495717.30963254,11846656.84934741
A12,Unkn-17,12.2587173792935,12.2120880080074,0.074133023909158,22606984.2106329,7.35424263098591,23349571.7309625,1184665.68493497,CC-2-19W,3,11-Mar-25,0.1,100,50.0,22606984.210633095,113034921.05316547,11303492105.316547,226069842.10633096,233495717.30963254,11846656.84934741
B04,Unkn-02,12.3635372419546,12.3557158853543,0.111647386000756,21062625.1043211,7.32351249777411,21214341.9901728,1604012.94481474,CC-1-17W,3,11-Mar-25,0.1,100,60.0,21062625.104322013,105313125.52161005,10531312552.161005,175521875.86935008,176786183.2514471,13366774.540126555
B05,Unkn-02,12.2403634797411,12.3557158853543,0.111647386000756,22888822.9704864,7.35962346019023,21214341.9901728,1604012.94481474,CC-1-17W,3,11-Mar-25,0.1,100,60.0,22888822.970487617,114444114.85243808,11444411485.243807,190740191.4207301,176786183.2514471,13366774.540126555
B06,Unkn-02,12.4632469343671,12.3557158853543,0.111647386000756,19691577.895711,7.29428051776046,21214341.9901728,1604012.94481474,CC-1-17W,3,11-Mar-25,0.1,100,60.0,19691577.895711336,98457889.47855668,9845788947.855667,164096482.4642611,176786183.2514471,13366774.540126555
B07,Unkn-10,12.4346430592622,12.4670607343599,0.0305047699335648,20075498.6539937,7.30266634149683,19643727.1700229,405345.246883291,CC-2-18W,3,11-Mar-25,0.1,100,50.0,20075498.65399444,100377493.2699722,10037749326.997221,200754986.5399444,196437271.7002376,4053452.4688329254
B08,Unkn-10,12.4952011160102,12.4670607343599,0.0305047699335648,19271365.2049456,7.28491248164939,19643727.1700229,405345.246883291,CC-2-18W,3,11-Mar-25,0.1,100,50.0,19271365.20494624,96356826.02473119,9635682602.47312,192713652.0494624,196437271.7002376,4053452.4688329254
B09,Unkn-10,12.4713380278072,12.4670607343599,0.0305047699335648,19584317.6511295,7.29190844463489,19643727.1700229,405345.246883291,CC-2-18W,3,11-Mar-25,0.1,100,50.0,19584317.651130594,97921588.25565296,9792158825.565296,195843176.51130593,196437271.7002376,4053452.4688329254
B10,Unkn-18,12.129301770199,12.1280403426072,0.0161537286083036,24670816.398342,7.39218352125416,24692812.3596958,269431.836803939,CC-3-19W,3,11-Mar-25,0.1,100,60.0,24670816.398343146,123354081.99171573,12335408199.171574,205590136.65285957,205773436.33080813,2245265.3066991894
B11,Unkn-18,12.1435263762584,12.1280403426072,0.0161537286083036,24435052.7396493,7.3880132807292,24692812.3596958,269431.836803939,CC-3-19W,3,11-Mar-25,0.1,100,60.0,24435052.73965046,122175263.6982523,12217526369.82523,203625439.49708715,205773436.33080813,2245265.3066991894
B12,Unkn-18,12.1112928813642,12.1280403426072,0.0161537286083036,24972567.9410962,7.39746320335677,24692812.3596958,269431.836803939,CC-3-19W,3,11-Mar-25,0.1,100,60.0,24972567.941097323,124862839.70548661,12486283970.54866,208104732.84247768,205773436.33080813,2245265.3066991894
C04,Unkn-03,13.0638909666636,12.8704664175065,0.17929232519621,13127715.8473737,7.11818916773629,15031109.3431322,1786679.34015837,CC-2-17W,3,11-Mar-25,0.1,100,50.0,13127715.847374164,65638579.23687082,6563857923.687081,131277158.47374162,150311093.4313285,17866793.40158448
C05,Unkn-03,12.8376755455391,12.8704664175065,0.17929232519621,15293572.4841864,7.18450894577485,15031109.3431322,1786679.34015837,CC-2-17W,3,11-Mar-25,0.1,100,50.0,15293572.484187443,76467862.42093721,7646786242.093721,152935724.84187442,150311093.4313285,17866793.40158448
C06,Unkn-03,12.7098327403167,12.8704664175065,0.17929232519621,16672039.6978364,7.22198873572037,15031109.3431322,1786679.34015837,CC-2-17W,3,11-Mar-25,0.1,100,50.0,16672039.69783695,83360198.48918475,8336019848.918475,166720396.9783695,150311093.4313285,17866793.40158448
C07,Unkn-11,14.0723784884004,13.9978615621747,0.130348944960831,6645535.40141048,6.82252997587488,7006727.83115093,631350.51753938,CC-3-18W,3,11-Mar-25,0.1,100,55.0,6645535.401410879,33227677.007054392,3322767700.705439,60413958.19464435,63697525.737738214,5739550.159449134
C08,Unkn-11,13.847349983291,13.9978615621747,0.130348944960831,7735738.57675579,6.88850178468007,7006727.83115093,631350.51753938,CC-3-18W,3,11-Mar-25,0.1,100,55.0,7735738.576756087,38678692.883780435,3867869288.3780437,70324896.15232806,63697525.737738214,5739550.159449134
C09,Unkn-11,14.0738562148327,13.9978615621747,0.130348944960831,6638909.51528652,6.82209674949049,7006727.83115093,631350.51753938,CC-3-18W,3,11-Mar-25,0.1,100,55.0,6638909.515286644,33194547.57643322,3319454757.643322,60353722.866242215,63697525.737738214,5739550.159449134
C10,Unkn-19,13.7666502423323,13.8121020853144,0.101791720761938,8168843.95721864,6.91216060016464,7934331.17223466,534765.621925462,WC-4-19W,3,11-Mar-25,0.1,100,105.0,8168843.957219079,40844219.786095396,4084421978.6095395,38899256.93913847,37782529.39159494,2546502.9615504043
