Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,24.232342041478,24.1459942992165,0.111845745736702,6695.32528006281,3.82577168125911,7097.54780960098,528.186934272991,WC-4-11W,2,7-Apr-25,0.1,100,95.0,6695.325280062237,33476.62640031118,3347662.640031118,35238.554105590716,37355.51478737109,2779.931233016058
A05,Unkn-01,24.0196487899261,24.1459942992165,0.111845745736702,7695.70342338619,3.88624832253435,7097.54780960098,528.186934272991,WC-4-11W,2,7-Apr-25,0.1,100,95.0,7695.703423385771,38478.51711692885,3847851.711692885,40503.702228346156,37355.51478737109,2779.931233016058
A06,Unkn-01,24.1859920662454,24.1459942992165,0.111845745736702,6901.61472535393,3.83895071164585,7097.54780960098,528.186934272991,WC-4-11W,2,7-Apr-25,0.1,100,95.0,6901.614725353514,34508.07362676757,3450807.362676757,36324.28802817639,37355.51478737109,2779.931233016058
A07,Unkn-09,23.5475624747297,23.4388901216537,0.0948852281273774,10482.8677576718,4.0204801071668,11270.2104427532,688.071204308582,WC-5-13W,2,7-Apr-25,0.1,100,100.0,10482.867757670832,52414.33878835416,5241433.8788354155,52414.33878835416,56351.05221376081,3440.3560215429125
A08,Unkn-09,23.3724731225245,23.4388901216537,0.0948852281273774,11756.1347222949,4.0702645543327,11270.2104427532,688.071204308582,WC-5-13W,2,7-Apr-25,0.1,100,100.0,11756.134722294064,58780.673611470316,5878067.361147031,58780.67361147031,56351.05221376081,3440.3560215429125
A09,Unkn-09,23.3966347677069,23.4388901216537,0.0948852281273774,11571.6288482928,4.06339449551488,11270.2104427532,688.071204308582,WC-5-13W,2,7-Apr-25,0.1,100,100.0,11571.628848291593,57858.144241457965,5785814.424145796,57858.144241457965,56351.05221376081,3440.3560215429125
A10,Unkn-17,23.3899128592052,23.7130964285286,0.551511508619733,11622.6667403548,4.06530578534741,9790.71316166853,3110.44152839646,WC-6-14W,2,7-Apr-25,0.1,100,100.0,11622.666740354249,58113.33370177124,5811333.370177124,58113.33370177124,48953.565808339044,15552.207641981515
A11,Unkn-17,23.3994732833642,23.7130964285286,0.551511508619733,11550.1440171017,4.062587399418,9790.71316166853,3110.44152839646,WC-6-14W,2,7-Apr-25,0.1,100,100.0,11550.144017100576,57750.72008550288,5775072.008550288,57750.72008550288,48953.565808339044,15552.207641981515
A12,Unkn-17,24.3499031430163,23.7130964285286,0.551511508619733,6199.32872754915,3.79234466599755,9790.71316166853,3110.44152839646,WC-6-14W,2,7-Apr-25,0.1,100,100.0,6199.328727548602,30996.643637743007,3099664.3637743006,30996.643637743007,48953.565808339044,15552.207641981515
B04,Unkn-02,24.2067905766597,24.204404380939,0.122631712627166,6808.27230806192,3.83303691774686,6833.58836158461,548.856150174943,WC-5-11W,2,7-Apr-25,0.1,100,130.0,6808.272308061348,34041.36154030674,3404136.1540306737,26185.662723312875,26283.03215993854,2110.985192980108
