Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,13.5211413341137,13.4718379080258,0.064352639109853,22894656.1918681,7.3597341261299,23709022.0835479,1071760.43158989,WC-4-16W,2,28-Feb-25,0.1,100,85,22894656.19186906,114473280.9593453,11447328095.93453,134674448.18746507,139464835.78558186,6304473.126997177
A05,Unkn-01,13.3990391151909,13.4718379080258,0.064352639109853,24923222.1101074,7.39660418783389,23709022.0835479,1071760.43158989,WC-4-16W,2,28-Feb-25,0.1,100,85,24923222.110107902,124616110.55053951,12461611055.053951,146607188.88298765,139464835.78558186,6304473.126997177
A06,Unkn-01,13.4953332747728,13.4718379080258,0.064352639109853,23309187.9486683,7.36752714372412,23709022.0835479,1071760.43158989,WC-4-16W,2,28-Feb-25,0.1,100,85,23309187.948669787,116545939.74334893,11654593974.334892,137112870.28629285,139464835.78558186,6304473.126997177
A07,Unkn-09,13.4550099123194,13.3483221967216,0.0937502427707836,23971941.6130876,7.37970321124267,25853946.760848,1656519.64494128,WC-5-21W,2,28-Feb-25,0.1,100,100,23971941.613088872,119859708.06544435,11985970806.544436,119859708.06544435,129269733.80424857,8282598.224708275
A08,Unkn-09,13.3108656459627,13.3483221967216,0.0937502427707836,26498976.6975999,7.42322910325128,25853946.760848,1656519.64494128,WC-5-21W,2,28-Feb-25,0.1,100,100,26498976.69760148,132494883.48800738,13249488348.800737,132494883.48800737,129269733.80424857,8282598.224708275
A09,Unkn-09,13.2790910318828,13.3483221967216,0.0937502427707836,27090921.9718566,7.43282378541251,25853946.760848,1656519.64494128,WC-5-21W,2,28-Feb-25,0.1,100,100,27090921.971858796,135454609.85929397,13545460985.929398,135454609.85929397,129269733.80424857,8282598.224708275
A10,Unkn-17,10.814093666271,11.0495817661698,0.215077750414146,150368171.170713,8.17715591771968,128626806.211182,19640679.7866431,CC-2-28W,2,28-Feb-25,0.1,100,75,150368171.1707272,751840855.8536359,75184085585.36359,1002454474.4715145,857512041.4079533,130937865.24430144
A11,Unkn-17,11.0990070425078,11.0495817661698,0.215077750414146,123345496.661702,8.09112329804403,128626806.211182,19640679.7866431,CC-2-28W,2,28-Feb-25,0.1,100,75,123345496.66170968,616727483.3085483,61672748330.854836,822303311.0780644,857512041.4079533,130937865.24430144
A12,Unkn-17,11.2356445897305,11.0495817661698,0.215077750414146,112166750.801131,8.04986413959772,128626806.211182,19640679.7866431,CC-2-28W,2,28-Feb-25,0.1,100,75,112166750.80114217,560833754.0057108,56083375400.57108,747778338.6742811,857512041.4079533,130937865.24430144
B04,Unkn-02,14.1286890085445,14.2151125391815,0.335545477374622,15006473.781946,7.17627865380524,14381628.4004129,3191828.84787522,WC-5-16W,2,28-Feb-25,0.1,100,85,15006473.781946816,75032368.90973407,7503236890.973407,88273375.18792243,84597814.12008028,18775463.81103116
B05,Unkn-02,13.9312325782201,14.2151125391815,0.335545477374622,17214829.269612,7.23590271988803,14381628.4004129,3191828.84787522,WC-5-16W,2,28-Feb-25,0.1,100,85,17214829.269612793,86074146.34806396,8607414634.806396,101263701.5859576,84597814.12008028,18775463.81103116
B06,Unkn-02,14.5854160307798,14.2151125391815,0.335545477374622,10923582.1496807,7.03836507909506,14381628.4004129,3191828.84787522,WC-5-16W,2,28-Feb-25,0.1,100,85,10923582.14968134,54617910.7484067,5461791074.84067,64256365.58636082,84597814.12008028,18775463.81103116
B07,Unkn-10,12.0853326059521,18.0216717197351,10.1355517514132,62128636.0812011,7.79329181958913,39116088.9910005,34050972.4129326,WC-6-21W,2,28-Feb-25,0.1,100,75,62128636.08120654,310643180.4060327,31064318040.603268,414190907.2080436,260773926.60668752,227006482.75290003
B08,Unkn-10,12.2548932086526,18.0216717197351,10.1355517514132,55219337.8898375,7.74209119490531,39116088.9910005,34050972.4129326,WC-6-21W,2,28-Feb-25,0.1,100,75,55219337.889839835,276096689.44919914,27609668944.919914,368128919.26559883,260773926.60668752,227006482.75290003
B09,Unkn-10,29.7247893446006,18.0216717197351,10.1355517514132,293.001963009207,2.46687052998281,39116088.9910005,34050972.4129326,WC-6-21W,2,28-Feb-25,0.1,100,75,293.00196300916423,1465.0098150458211,146500.9815045821,1953.3464200610947,260773926.60668752,227006482.75290003
B10,Unkn-18,11.2766105297633,11.2678924534095,0.0483781457664841,109016952.881902,8.03749403895502,109721266.436036,3706344.73328241,CC-3-28W,2,28-Feb-25,0.1,100,75,109016952.88191336,545084764.4095668,54508476440.95667,726779685.8794223,731475109.5736383,24708964.888562564
B11,Unkn-18,11.2157480477408,11.2678924534095,0.0483781457664841,113729233.396227,8.05587211174866,109721266.436036,3706344.73328241,CC-3-28W,2,28-Feb-25,0.1,100,75,113729233.39623743,568646166.9811871,56864616698.11871,758194889.3082495,731475109.5736383,24708964.888562564
B12,Unkn-18,11.3113187827243,11.2678924534095,0.0483781457664841,106417613.02998,8.02701351337902,109721266.436036,3706344.73328241,CC-3-28W,2,28-Feb-25,0.1,100,75,106417613.02998647,532088065.1499323,53208806514.99323,709450753.5332431,731475109.5736383,24708964.888562564
C04,Unkn-03,13.87373771815,13.784908732725,0.150076845215999,17916942.6459664,7.25326390346969,19129037.0117489,2052237.07795395,WC-6-16W,2,28-Feb-25,0.1,100,100,17916942.64596712,89584713.22983558,8958471322.983559,89584713.22983558,95645185.058748,10261185.389770862
C05,Unkn-03,13.6116333926567,13.784908732725,0.150076845215999,21498545.9777411,7.33240908804595,19129037.0117489,2052237.07795395,WC-6-16W,2,28-Feb-25,0.1,100,100,21498545.9777421,107492729.88871048,10749272988.871048,107492729.88871048,95645185.058748,10261185.389770862
C06,Unkn-03,13.8693550873684,13.784908732725,0.150076845215999,17971622.4115391,7.25458728537683,19129037.0117489,2052237.07795395,WC-6-16W,2,28-Feb-25,0.1,100,100,17971622.411539596,89858112.05769797,8985811205.769796,89858112.05769797,95645185.058748,10261185.389770862
C07,Unkn-11,13.708690481553,13.7161111142557,0.0809622241341919,20095632.0087039,7.30310166932758,20013284.5285677,1121821.43129505,INF21,2,28-Feb-25,0.1,100,250,20095632.008704286,100478160.04352142,10047816004.352142,40191264.01740857,40026569.05713726,2243642.862589492
C08,Unkn-11,13.8005281985666,13.7161111142557,0.0809622241341919,18852558.425678,7.27537029537779,20013284.5285677,1121821.43129505,INF21,2,28-Feb-25,0.1,100,250,18852558.425679546,94262792.12839772,9426279212.839771,37705116.851359084,40026569.05713726,2243642.862589492
C09,Unkn-11,13.6391146626476,13.7161111142557,0.0809622241341919,21091663.1513211,7.32411082672681,20013284.5285677,1121821.43129505,INF21,2,28-Feb-25,0.1,100,250,21091663.151322067,105458315.75661033,10545831575.661034,42183326.30264413,40026569.05713726,2243642.862589492
C10,Unkn-19,14.5649834949587,14.6756292408929,0.119912018737694,11079876.0062678,7.04453490027553,10283103.3947782,849237.425553298,WC-4-28W,2,28-Feb-25,0.1,100,100,11079876.006268386,55399380.031341925,5539938003.134192,55399380.031341925,51415516.97389317,4246187.127767145
C11,Unkn-19,14.6588616747036,14.6756292408929,0.119912018737694,10379761.7932224,7.01618738693478,10283103.3947782,849237.425553298,WC-4-28W,2,28-Feb-25,0.1,100,100,10379761.793222653,51898808.96611326,5189880896.611326,51898808.96611326,51415516.97389317,4246187.127767145
C12,Unkn-19,14.8030425530163,14.6756292408929,0.119912018737694,9389672.38484452,6.97265043955723,10283103.3947782,849237.425553298,WC-4-28W,2,28-Feb-25,0.1,100,100,9389672.384844868,46948361.92422433,4694836192.422433,46948361.92422433,51415516.97389317,4246187.127767145
D04,Unkn-04,14.4174292453179,14.3499460530668,0.082481238416902,12276949.5998022,7.0890904729501,12880935.5338791,746929.119871115,INF16,2,28-Feb-25,0.1,100,250,12276949.599802855,61384747.99901427,6138474799.901427,24553899.19960571,25761871.06775919,1493858.2397420155
D05,Unkn-04,14.3744081403597,14.3499460530668,0.082481238416902,12649726.9877076,7.10208115246744,12880935.5338791,746929.119871115,INF16,2,28-Feb-25,0.1,100,250,12649726.987708032,63248634.93854016,6324863493.854016,25299453.975416064,25761871.06775919,1493858.2397420155
D06,Unkn-04,14.2580007735227,14.3499460530668,0.082481238416902,13716130.0141275,7.13723159310597,12880935.5338791,746929.119871115,INF16,2,28-Feb-25,0.1,100,250,13716130.014127903,68580650.0706395,6858065007.063951,27432260.0282558,25761871.06775919,1493858.2397420155
D07,Unkn-12,13.7069875555077,13.9257378032879,0.189548690099396,20119439.8811797,7.30361588593166,17383446.4658261,2370484.95512778,WC-4-24W,2,28-Feb-25,0.1,100,100,20119439.881180927,100597199.40590464,10059719940.590464,100597199.40590464,86917232.32913627,11852424.775639364
D08,Unkn-12,14.041433745201,13.9257378032879,0.189548690099396,15945065.4854489,7.20262630720461,17383446.4658261,2370484.95512778,WC-4-24W,2,28-Feb-25,0.1,100,100,15945065.485449804,79725327.42724901,7972532742.724901,79725327.42724901,86917232.32913627,11852424.775639364
D09,Unkn-12,14.0287921091549,13.9257378032879,0.189548690099396,16085834.0308498,7.20644358346027,17383446.4658261,2370484.95512778,WC-4-24W,2,28-Feb-25,0.1,100,100,16085834.03085103,80429170.15425515,8042917015.425515,80429170.15425515,86917232.32913627,11852424.775639364
D10,Unkn-20,14.1308171779306,14.3354034587709,0.180572881225948,14984285.1988562,7.1756360304584,13067238.3095647,1685936.31621058,WC-5-28W,2,28-Feb-25,0.1,100,100,14984285.198856916,74921425.99428457,7492142599.428457,74921425.99428457,65336191.54782629,8429681.581053773
D11,Unkn-20,14.4028411017311,14.3354034587709,0.180572881225948,12402108.2535816,7.09349551782918,13067238.3095647,1685936.31621058,WC-5-28W,2,28-Feb-25,0.1,100,100,12402108.25358246,62010541.2679123,6201054126.79123,62010541.2679123,65336191.54782629,8429681.581053773
D12,Unkn-20,14.4725520966511,14.3354034587709,0.180572881225948,11815321.4762562,7.07244554259681,13067238.3095647,1685936.31621058,WC-5-28W,2,28-Feb-25,0.1,100,100,11815321.476256398,59076607.38128199,5907660738.128199,59076607.38128199,65336191.54782629,8429681.581053773
E04,Unkn-05,11.4707268707618,11.429697740029,0.0417785565135149,95252974.9125206,7.97887854831528,98036982.5524269,2849663.52211475,CC-1-21W,2,28-Feb-25,0.1,100,50,95252974.91252464,476264874.5626232,47626487456.26232,952529749.1252464,980369825.5243387,28496635.221178778
E05,Unkn-05,11.3872080612877,11.429697740029,0.0417785565135149,100948051.31009,8.00409793978839,98036982.5524269,2849663.52211475,CC-1-21W,2,28-Feb-25,0.1,100,50,100948051.31010002,504740256.5505001,50474025655.05001,1009480513.1010002,980369825.5243387,28496635.221178778
E06,Unkn-05,11.4311582880374,11.429697740029,0.0417785565135149,97909921.4346703,7.99082670207904,98036982.5524269,2849663.52211475,CC-1-21W,2,28-Feb-25,0.1,100,50,97909921.43467695,489549607.1733847,48954960717.33847,979099214.3467695,980369825.5243387,28496635.221178778
