Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,20.4630901815077,20.3328000510545,0.470938922063705,1431915.6379292,6.15591743203533,1569617.40688276,411934.167928043,CC-1-30W,1,30-Jan-25,0.1,100,25.0,1431915.6379292274,7159578.189646137,715957818.9646137,28638312.758584548,31392348.137655545,8238683.358561393
A05,Unkn-01,20.7248768463556,20.3328000510545,0.470938922063705,1244173.44504924,6.09488092776404,1569617.40688276,411934.167928043,CC-1-30W,1,30-Jan-25,0.1,100,25.0,1244173.4450492202,6220867.225246101,622086722.52461,24883468.900984403,31392348.137655545,8238683.358561393
A06,Unkn-01,19.8104331253002,20.3328000510545,0.470938922063705,2032763.13766985,6.30808677657413,1569617.40688276,411934.167928043,CC-1-30W,1,30-Jan-25,0.1,100,25.0,2032763.1376698846,10163815.688349422,1016381568.8349422,40655262.75339769,31392348.137655545,8238683.358561393
A07,Unkn-09,19.4912806851796,19.6956348646053,0.438820824491576,2412672.18881285,6.38249831807084,2200439.33243871,481110.056534435,CC-2-32W,1,30-Jan-25,0.1,100,40.0,2412672.188812919,12063360.944064595,1206336094.4064596,30158402.36016149,27505491.655484457,6013875.706681149
A08,Unkn-09,20.1993630009124,19.6956348646053,0.438820824491576,1649705.31856139,6.2174063745459,2200439.33243871,481110.056534435,CC-2-32W,1,30-Jan-25,0.1,100,40.0,1649705.318561377,8248526.592806885,824852659.2806885,20621316.48201721,27505491.655484457,6013875.706681149
A09,Unkn-09,19.3962609077239,19.6956348646053,0.438820824491576,2538940.48994188,6.4046525215934,2200439.33243871,481110.056534435,CC-2-32W,1,30-Jan-25,0.1,100,40.0,2538940.4899419746,12694702.449709872,1269470244.970987,31736756.12427468,27505491.655484457,6013875.706681149
A10,Unkn-17,18.2037060393072,18.56034577358,0.328064723593535,4816160.88939561,6.68270098659894,4018885.79048699,723072.901031822,CC-2-35W,1,30-Jan-25,0.1,100,40.0,4816160.889395703,24080804.446978513,2408080444.697851,60202011.11744628,50236072.38108816,9038411.262897957
A11,Unkn-17,18.6280648368319,18.56034577358,0.328064723593535,3834954.39535004,6.58376020375681,4018885.79048699,723072.901031822,CC-2-35W,1,30-Jan-25,0.1,100,40.0,3834954.3953500814,19174771.976750407,1917477197.6750407,47936929.94187602,50236072.38108816,9038411.262897957
A12,Unkn-17,18.8492664446008,18.56034577358,0.328064723593535,3405542.0867153,6.53218625179387,4018885.79048699,723072.901031822,CC-2-35W,1,30-Jan-25,0.1,100,40.0,3405542.086715373,17027710.433576863,1702771043.3576863,42569276.08394216,50236072.38108816,9038411.262897957
B04,Unkn-02,19.3831667520149,20.150847565263,1.81760829304784,2556851.29934957,6.40770547118245,2176489.93040871,1468082.3209392,CC-2-30W,1,30-Jan-25,0.1,100,40.0,2556851.2993495287,12784256.496747643,1278425649.6747642,31960641.241869103,27206124.13010907,18351029.011740424
B05,Unkn-02,22.2263438274571,20.150847565263,1.81760829304784,555659.175929092,5.744808490505,2176489.93040871,1468082.3209392,CC-2-30W,1,30-Jan-25,0.1,100,40.0,555659.1759290865,2778295.8796454323,277829587.9645432,6945739.69911358,27206124.13010907,18351029.011740424
B06,Unkn-02,18.8430321163171,20.150847565263,1.81760829304784,3416959.31594747,6.53363980789894,2176489.93040871,1468082.3209392,CC-2-30W,1,30-Jan-25,0.1,100,40.0,3416959.315947562,17084796.57973781,1708479657.9737809,42711991.44934452,27206124.13010907,18351029.011740424
B07,Unkn-10,18.5100961102557,19.5336929554846,2.20021636235089,4085686.47992416,6.61126503746457,3325142.5905206,2428095.14897273,C-3-32W,1,30-Jan-25,0.1,100,25.0,4085686.4799241577,20428432.399620786,2042843239.9620786,81713729.59848315,66502851.81041225,48561902.979454674
B08,Unkn-10,22.0592289888578,19.5336929554846,2.20021636235089,607815.704940656,5.78377191733153,3325142.5905206,2428095.14897273,C-3-32W,1,30-Jan-25,0.1,100,25.0,607815.7049406588,3039078.5247032936,303907852.47032934,12156314.098813174,66502851.81041225,48561902.979454674
B09,Unkn-10,18.0317537673402,19.5336929554846,2.20021636235089,5281925.586697,6.7227922784471,3325142.5905206,2428095.14897273,C-3-32W,1,30-Jan-25,0.1,100,25.0,5281925.5866970215,26409627.933485106,2640962793.3485107,105638511.73394042,66502851.81041225,48561902.979454674
