Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,20.9389237161452,20.951739915628,0.0601326202977688,412919.139124485,5.61586501322955,409910.962193352,14821.8821215367,CC-1-2,1,18-Feb-25,0.1,100,270.0,412919.1391244872,2064595.6956224358,206459569.56224358,764665.072452754,759094.3744321158,27447.92985470386
A05,Unkn-01,21.0172474298926,20.951739915628,0.0601326202977688,393815.734523187,5.59529306396076,409910.962193352,14821.8821215367,CC-1-2,1,18-Feb-25,0.1,100,270.0,393815.7345231699,1969078.6726158492,196907867.2615849,729288.3972651293,759094.3744321158,27447.92985470386
A06,Unkn-01,20.8990486008461,20.951739915628,0.0601326202977688,422998.012932384,5.62633832724614,409910.962193352,14821.8821215367,CC-1-2,1,18-Feb-25,0.1,100,270.0,422998.0129323706,2114990.064661853,211499006.4661853,783329.6535784641,759094.3744321158,27447.92985470386
A07,Unkn-09,21.258405503022,21.3158847626512,0.135252827353524,340370.725735302,5.53195220065363,329465.095731317,26346.9187060967,CC-3-3,1,18-Feb-25,0.1,100,270.0,340370.7257352968,1701853.6286764839,170185362.8676484,630316.1587690681,610120.5476505783,48790.59019646961
A08,Unkn-09,21.4703837990383,21.3158847626512,0.135252827353524,299416.334905515,5.47627548994762,329465.095731317,26346.9187060967,CC-3-3,1,18-Feb-25,0.1,100,270.0,299416.33490551304,1497081.674527565,149708167.4527565,554474.6942694685,610120.5476505783,48790.59019646961
A09,Unkn-09,21.2188649858932,21.3158847626512,0.135252827353524,348608.226553136,5.54233763149594,329465.095731317,26346.9187060967,CC-3-3,1,18-Feb-25,0.1,100,270.0,348608.2265531271,1743041.1327656354,174304113.27656353,645570.7899131982,610120.5476505783,48790.59019646961
A10,Unkn-17,18.8755932057769,18.948757972318,0.0704876350890525,1438151.77479124,6.15780472156568,1376737.91589432,58826.8364735171,WC-5-4,1,18-Feb-25,0.1,100,250.0,1438151.77479127,7190758.87395635,719075887.395635,2876303.54958254,2753475.8317886633,117653.67294703875
A11,Unkn-17,19.0162222985842,18.948757972318,0.0704876350890525,1320894.35697762,6.12086808482396,1376737.91589432,58826.8364735171,WC-5-4,1,18-Feb-25,0.1,100,250.0,1320894.3569776462,6604471.784888231,660447178.4888232,2641788.7139552925,2753475.8317886633,117653.67294703875
A12,Unkn-17,18.954458412593,18.948757972318,0.0704876350890525,1371167.6159141,6.13709054758095,1376737.91589432,58826.8364735171,WC-5-4,1,18-Feb-25,0.1,100,250.0,1371167.6159140787,6855838.079570393,685583807.9570394,2742335.2318281573,2753475.8317886633,117653.67294703875
B04,Unkn-02,21.4742173357825,21.555584767912,0.107734825974563,298722.957581351,5.47526860046742,284777.106435911,18249.0966335595,CC-2-2,1,18-Feb-25,0.1,100,270.0,298722.9575813496,1493614.7879067478,149361478.79067478,553190.6621876843,527365.0119183505,33794.62339547986
