,Well,Fluor,Target,Content,Sample,Melt Temp
,A01,SYBR,,Std-01,,88.5
,A02,SYBR,,Std-01,,88.5
,A03,SYBR,,Std-01,,88.5
,A04,SYBR,,Unkn-01,,89.5
,A05,SYBR,,Unkn-01,,89.5
,A06,SYBR,,Unkn-01,,89.5
,A07,SYBR,,Unkn-09,,88.5
,A08,SYBR,,Unkn-09,,88.5
,A09,SYBR,,Unkn-09,,88.5
,A10,SYBR,,Unkn-17,,None
,A11,SYBR,,Unkn-17,,None
,A12,SYBR,,Unkn-17,,None
,B01,SYBR,,Std-02,,88.5
,B02,SYBR,,Std-02,,88.5
,B03,SYBR,,Std-02,,88.5
,B04,SYBR,,Unkn-02,,88.5
,B05,SYBR,,Unkn-02,,89
,B06,SYBR,,Unkn-02,,88.5
,B07,SYBR,,Unkn-10,,89
,B08,SYBR,,Unkn-10,,89
,B09,SYBR,,Unkn-10,,89
,B10,SYBR,,Unkn-18,,None
,B11,SYBR,,Unkn-18,,None
,B12,SYBR,,Unkn-18,,None
,C01,SYBR,,Std-03,,88.5
,C02,SYBR,,Std-03,,88.5
,C03,SYBR,,Std-03,,88.5
,C04,SYBR,,Unkn-03,,88.5
,C05,SYBR,,Unkn-03,,88.5
,C06,SYBR,,Unkn-03,,88.5
,C07,SYBR,,Unkn-11,,88.5
,C08,SYBR,,Unkn-11,,88.5
,C09,SYBR,,Unkn-11,,88.5
,C10,SYBR,,Unkn-19,,None
,C11,SYBR,,Unkn-19,,None
,C12,SYBR,,Unkn-19,,None
,D01,SYBR,,Std-04,,88.5
,D02,SYBR,,Std-04,,88.5
,D03,SYBR,,Std-04,,88.5
,D04,SYBR,,Unkn-04,,89
,D05,SYBR,,Unkn-04,,89.5
,D06,SYBR,,Unkn-04,,89.5
,D07,SYBR,,Unkn-12,,88.5
,D08,SYBR,,Unkn-12,,88.5
,D09,SYBR,,Unkn-12,,88.5
,D10,SYBR,,Unkn-20,,None
,D11,SYBR,,Unkn-20,,None
,D12,SYBR,,Unkn-20,,None
,E01,SYBR,,Std-05,,88.5
,E02,SYBR,,Std-05,,88.5
,E03,SYBR,,Std-05,,88.5
,E04,SYBR,,Unkn-05,,89
,E05,SYBR,,Unkn-05,,89
,E06,SYBR,,Unkn-05,,89
,E07,SYBR,,Unkn-13,,88.5
,E08,SYBR,,Unkn-13,,88.5
,E09,SYBR,,Unkn-13,,88.5
,E10,SYBR,,Unkn-21,,None
,E11,SYBR,,Unkn-21,,None
,E12,SYBR,,Unkn-21,,None
,F01,SYBR,,Std-06,,88.5
,F02,SYBR,,Std-06,,88.5
,F03,SYBR,,Std-06,,88.5
,F04,SYBR,,Unkn-06,,88.5
,F05,SYBR,,Unkn-06,,88.5
,F06,SYBR,,Unkn-06,,88.5
,F07,SYBR,,Unkn-14,,88.5
,F08,SYBR,,Unkn-14,,88.5
,F09,SYBR,,Unkn-14,,88.5
,F10,SYBR,,Unkn-22,,None
,F11,SYBR,,Unkn-22,,None
,F12,SYBR,,Unkn-22,,None
,G01,SYBR,,Std-07,,88.5
,G02,SYBR,,Std-07,,88.5
,G03,SYBR,,Std-07,,88.5
,G04,SYBR,,Unkn-07,,89
,G05,SYBR,,Unkn-07,,89
,G06,SYBR,,Unkn-07,,89
,G07,SYBR,,Unkn-15,,89
,G08,SYBR,,Unkn-15,,89
,G09,SYBR,,Unkn-15,,89
,G10,SYBR,,Unkn-23,,None
,G11,SYBR,,Unkn-23,,None
,G12,SYBR,,Unkn-23,,None
,H01,SYBR,,NTC,,88.5
,H02,SYBR,,NTC,,88.5
,H03,SYBR,,NTC,,88.5
,H04,SYBR,,Unkn-08,,88.5
,H05,SYBR,,Unkn-08,,88.5
,H06,SYBR,,Unkn-08,,88.5
,H07,SYBR,,Unkn-16,,90
,H08,SYBR,,Unkn-16,,89.5
,H09,SYBR,,Unkn-16,,90
,H10,SYBR,,Unkn-24,,None
,H11,SYBR,,Unkn-24,,None
,H12,SYBR,,Unkn-24,,None
