Well,Content,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,SampleID,Plate,Date,Dilution,ul_dna_eluted,mL_sample,calc_qty,per_ul_dna,copies_in_dna,copies_per_g_sample,avg_copies_per_g_sample,avg_std
A04,Unkn-01,22.2155903535696,21.7438150733164,0.429042544681578,95725.1105150513,4.98102587641486,134697.359179838,36334.6267225992,WC-4-29,3,28-Feb-25,0.1,100,249.0,95725.1105150511,478625.55257525545,47862555.25752555,192219.09741978132,270476.62485910946,72961.09783654053
A05,Unkn-01,21.3769748889101,21.7438150733164,0.429042544681578,167640.005149644,5.22437766550267,134697.359179838,36334.6267225992,WC-4-29,3,28-Feb-25,0.1,100,249.0,167640.00514963883,838200.0257481941,83820002.5748194,336626.51636473654,270476.62485910946,72961.09783654053
A06,Unkn-01,21.6388799774694,21.7438150733164,0.429042544681578,140726.961874819,5.14837731187457,134697.359179838,36334.6267225992,WC-4-29,3,28-Feb-25,0.1,100,249.0,140726.96187481965,703634.8093740982,70363480.93740982,282584.2607928105,270476.62485910946,72961.09783654053
A07,Unkn-09,20.1014113111031,20.1604384267867,0.0557788273449114,393119.22625268,5.59452428434733,378091.719142783,14138.7876826736,WC-6-30,3,28-Feb-25,0.1,100,267.0,393119.22625266924,1965596.1312633462,196559613.1263346,736178.3263158599,708036.9272336584,26477.130491893608
A08,Unkn-09,20.2122707500632,20.1604384267867,0.0557788273449114,365052.041259523,5.5623547812257,378091.719142783,14138.7876826736,WC-6-30,3,28-Feb-25,0.1,100,267.0,365052.04125951824,1825260.206297591,182526020.6297591,683618.0547931052,708036.9272336584,26477.130491893608
A09,Unkn-09,20.1676332191937,20.1604384267867,0.0557788273449114,376103.889916144,5.57530782520751,378091.719142783,14138.7876826736,WC-6-30,3,28-Feb-25,0.1,100,267.0,376103.8899161334,1880519.449580667,188051944.9580667,704314.4005920101,708036.9272336584,26477.130491893608
A10,Unkn-17,25.4328394495587,25.7364530275548,0.276215914447718,11154.1249347336,4.04743550461327,9211.96735804818,1745.16130031054,CC-2-32,3,28-Feb-25,0.1,100,259.0,11154.124934732958,55770.62467366479,5577062.467366478,21533.059719561694,17783.720768431736,3369.0372592866515
A11,Unkn-17,25.8036470052503,25.7364530275548,0.276215914447718,8706.29798580497,3.93983352744073,9211.96735804818,1745.16130031054,CC-2-32,3,28-Feb-25,0.1,100,259.0,8706.297985804655,43531.48992902327,4353148.992902327,16807.525069120955,17783.720768431736,3369.0372592866515
A12,Unkn-17,25.9728726278553,25.7364530275548,0.276215914447718,7775.47915360596,3.89072716134584,9211.96735804818,1745.16130031054,CC-2-32,3,28-Feb-25,0.1,100,259.0,7775.479153605305,38877.39576802652,3887739.5768026523,15010.577516612557,17783.720768431736,3369.0372592866515
B04,Unkn-02,21.3841337547375,21.358151431406,0.118959242126378,166840.040165005,5.22230028572569,170122.432063205,13677.6809949612,WC-5-29,3,28-Feb-25,0.1,100,248.0,166840.04016500426,834200.2008250213,83420020.08250213,336371.04871976667,342988.7743209764,27575.969747906205
B05,Unkn-02,21.4619720433035,21.358151431406,0.118959242126378,158384.600208691,5.19971295269844,170122.432063205,13677.6809949612,WC-5-29,3,28-Feb-25,0.1,100,248.0,158384.60020868934,791923.0010434467,79192300.10434467,319323.79074332525,342988.7743209764,27575.969747906205
