,Well,Fluor,Target,Content,Sample,Melt Temp
,A01,SYBR,,Std-01,,88.5
,A02,SYBR,,Std-01,,88.5
,A03,SYBR,,Std-01,,88.5
,A04,SYBR,,Unkn-01,,92
,A05,SYBR,,Unkn-01,,92
,A06,SYBR,,Unkn-01,,92
,A07,SYBR,,Unkn-09,,92
,A08,SYBR,,Unkn-09,,92
,A09,SYBR,,Unkn-09,,92
,A10,SYBR,,Unkn-17,,None
,A11,SYBR,,Unkn-17,,None
,A12,SYBR,,Unkn-17,,None
,B01,SYBR,,Std-02,,88.5
,B02,SYBR,,Std-02,,88.5
,B03,SYBR,,Std-02,,88.5
,B04,SYBR,,Unkn-02,,92
,B05,SYBR,,Unkn-02,,92
,B06,SYBR,,Unkn-02,,92
,B07,SYBR,,Unkn-10,,92
,B08,SYBR,,Unkn-10,,92
,B09,SYBR,,Unkn-10,,92
,B10,SYBR,,Unkn-18,,89.5
,B11,SYBR,,Unkn-18,,91
,B12,SYBR,,Unkn-18,,None
,C01,SYBR,,Std-03,,88.5
,C02,SYBR,,Std-03,,88
,C03,SYBR,,Std-03,,88
,C04,SYBR,,Unkn-03,,91.5
,C05,SYBR,,Unkn-03,,91.5
,C06,SYBR,,Unkn-03,,92
,C07,SYBR,,Unkn-11,,92
,C08,SYBR,,Unkn-11,,92
,C09,SYBR,,Unkn-11,,92
,C10,SYBR,,Unkn-19,,None
,C11,SYBR,,Unkn-19,,90.5
,C12,SYBR,,Unkn-19,,None
,D01,SYBR,,Std-04,,88
,D02,SYBR,,Std-04,,88
,D03,SYBR,,Std-04,,88
,D04,SYBR,,Unkn-04,,92
,D05,SYBR,,Unkn-04,,92
,D06,SYBR,,Unkn-04,,92
,D07,SYBR,,Unkn-12,,92
,D08,SYBR,,Unkn-12,,91.5
,D09,SYBR,,Unkn-12,,91.5
,D10,SYBR,,Unkn-20,,89.5
,D11,SYBR,,Unkn-20,,89.5
,D12,SYBR,,Unkn-20,,91
,E01,SYBR,,Std-05,,88
,E02,SYBR,,Std-05,,88
,E03,SYBR,,Std-05,,88
,E04,SYBR,,Unkn-05,,92
,E05,SYBR,,Unkn-05,,92
,E06,SYBR,,Unkn-05,,92
,E07,SYBR,,Unkn-13,,91
,E08,SYBR,,Unkn-13,,91
,E09,SYBR,,Unkn-13,,91
,E10,SYBR,,Unkn-21,,89.5
,E11,SYBR,,Unkn-21,,91
,E12,SYBR,,Unkn-21,,90
,F01,SYBR,,Std-06,,88
,F02,SYBR,,Std-06,,88
,F03,SYBR,,Std-06,,88
,F04,SYBR,,Unkn-06,,92
,F05,SYBR,,Unkn-06,,92
,F06,SYBR,,Unkn-06,,92
,F07,SYBR,,Unkn-14,,91
,F08,SYBR,,Unkn-14,,91
,F09,SYBR,,Unkn-14,,91
,F10,SYBR,,Unkn-22,,91
,F11,SYBR,,Unkn-22,,89.5
,F12,SYBR,,Unkn-22,,91
,G01,SYBR,,Std-07,,88.5
,G02,SYBR,,Std-07,,88
,G03,SYBR,,Std-07,,88.5
,G04,SYBR,,Unkn-07,,92
,G05,SYBR,,Unkn-07,,92
,G06,SYBR,,Unkn-07,,92
,G07,SYBR,,Unkn-15,,91
,G08,SYBR,,Unkn-15,,91
,G09,SYBR,,Unkn-15,,91
,G10,SYBR,,Unkn-23,,90.5
,G11,SYBR,,Unkn-23,,90
,G12,SYBR,,Unkn-23,,None
,H01,SYBR,,NTC,,90.5
,H02,SYBR,,NTC,,91
,H03,SYBR,,NTC,,90.5
,H04,SYBR,,Unkn-08,,92
,H05,SYBR,,Unkn-08,,92
,H06,SYBR,,Unkn-08,,92
,H07,SYBR,,Unkn-16,,91.5
,H08,SYBR,,Unkn-16,,91.5
,H09,SYBR,,Unkn-16,,91.5
,H10,SYBR,,Unkn-24,,89.5
,H11,SYBR,,Unkn-24,,90.5
,H12,SYBR,,Unkn-24,,None
